N-be75eec_150       2076910
N-be75np_150       4732549
N-be75oi_150       1485079
N-be75tot_150       7568224
N-stabu1_150       1799809
N-stabu2_150       2664889
N-stabu3_150       2563634
N-t59b11xx_150       2163830
N-t59d11xx_150       922437
N-t59f11xx_150       997757
N-t59n11xx_150       198236
N-t65b11xx_150       4267183
N-t65d11xx_150       2341697
N-t65f11xx_150       2087719
N-t65l11xx_150       126746
N-t65n11xx_150       337540
N-t69r11xx_150       7495615
N-t70b11xx_150       5983503
N-t70d11xn_150       3504722
N-t70d11xx_150       4030346
N-t70f11xx_150       3184806
N-t70l11xx_150       267828
N-t70n11xx_150       585109
N-t74d11xx_150       6130404
N-t75d11xx_150       5952203
N-t75e11xx_150       26129135
N-t75k11xx_150       979496
N-t75n11xx_150       1058516
N-tiw56n54_150       564662
N-tiw56n58_150       696597
N-tiw56n62_150       1025373
N-tiw56n66_150       1300085
N-tiw56n67_150       1585413
N-tiw56n72_150       2459782
N-tiw56r54_150       611407
N-tiw56r58_150       788497
N-tiw56r66_150       1212083
N-tiw56r67_150       1283045
N-tiw56r72_150       1759570
N-be75eec_250       5590936
N-be75np_250       11650823
N-be75oi_250       2941506
N-be75tot_250       20229878
N-stabu1_250       4773383
N-stabu2_250       8004172
N-stabu3_250       7414477
N-t59b11xx_250       5538695
N-t59d11xx_250       2652675
N-t59f11xx_250       2780731
N-t59n11xx_250       547602
N-t65b11xx_250       10843802
N-t65d11xx_250       6215867
N-t65f11xx_250       5681196
N-t65l11xx_250       393621
N-t65n11xx_250       940163
N-t69r11xx_250       20840490
N-t70b11xx_250       16651012
N-t70d11xn_250       10495633
N-t70d11xx_250       10926036
N-t70f11xx_250       9330640
N-t70l11xx_250       655578
N-t70n11xx_250       1627796
N-t74d11xx_250       16614606
N-t75d11xx_250       17415216
N-t75e11xx_250       72989516
N-t75k11xx_250       2802142
N-t75n11xx_250       2920331
N-tiw56n54_250       1430191
N-tiw56n58_250       1985739
N-tiw56n62_250       2734066
N-tiw56n66_250       3593403
N-tiw56n67_250       4198914
N-tiw56n72_250       7362933
N-tiw56r54_250       1626648
N-tiw56r58_250       2151510
N-tiw56r66_250       3291349
N-tiw56r67_250       3416829
N-tiw56r72_250       5102149
