N-be75eec_150       3403360
N-be75np_150       6991693
N-be75oi_150       2219962
N-be75tot_150       11960667
N-stabu1_150       2827188
N-stabu2_150       4274591
N-stabu3_150       4458724
N-t59b11xx_150       3170345
N-t59d11xx_150       1442846
N-t59f11xx_150       1518898
N-t59n11xx_150       311923
N-t65b11xx_150       6360070
N-t65d11xx_150       3458244
N-t65f11xx_150       3105122
N-t65l11xx_150       247969
N-t65n11xx_150       541599
N-t69r11xx_150       11517570
N-t70b11xx_150       9469863
N-t70d11xn_150       5702170
N-t70d11xx_150       6036771
N-t70f11xx_150       5027249
N-t70l11xx_150       425559
N-t70n11xx_150       924657
N-t74d11xx_150       9194107
N-t75d11xx_150       9441626
N-t75e11xx_150       40947448
N-t75k11xx_150       1506049
N-t75n11xx_150       1711757
N-tiw56n54_150       819782
N-tiw56n58_150       1134152
N-tiw56n62_150       1596050
N-tiw56n66_150       2057807
N-tiw56n67_150       2328852
N-tiw56n72_150       4052868
N-tiw56r54_150       942663
N-tiw56r58_150       1196640
N-tiw56r66_150       1887292
N-tiw56r67_150       2015921
N-tiw56r72_150       2770774
N-be75eec_250       8719950
N-be75np_250       17557270
N-be75oi_250       5777352
N-be75tot_250       30261487
N-stabu1_250       7620897
N-stabu2_250       11316488
N-stabu3_250       11632784
N-t59b11xx_250       8230970
N-t59d11xx_250       3771599
N-t59f11xx_250       3917155
N-t59n11xx_250       803294
N-t65b11xx_250       17042130
N-t65d11xx_250       9183476
N-t65f11xx_250       8244992
N-t65l11xx_250       656488
N-t65n11xx_250       1394274
N-t69r11xx_250       31163317
N-t70b11xx_250       24896876
N-t70d11xn_250       14944567
N-t70d11xx_250       15752732
N-t70f11xx_250       13296518
N-t70l11xx_250       1084333
N-t70n11xx_250       2412461
N-t74d11xx_250       23955780
N-t75d11xx_250       24576796
N-t75e11xx_250       104801908
N-t75k11xx_250       4022244
N-t75n11xx_250       4435143
N-tiw56n54_250       2054314
N-tiw56n58_250       2847741
N-tiw56n62_250       4063505
N-tiw56n66_250       5273760
N-tiw56n67_250       6215229
N-tiw56n72_250       10946139
N-tiw56r54_250       2339381
N-tiw56r58_250       3008635
N-tiw56r66_250       4869253
N-tiw56r67_250       5194040
N-tiw56r72_250       7290708
