N-be75eec_150       3367083
N-be75np_150       7003378
N-be75oi_150       2201177
N-be75tot_150       11777170
N-stabu1_150       2790737
N-stabu2_150       4202324
N-stabu3_150       4398508
N-t59b11xx_150       3137850
N-t59d11xx_150       1401611
N-t59f11xx_150       1484904
N-t59n11xx_150       306160
N-t65b11xx_150       6228104
N-t65d11xx_150       3421129
N-t65f11xx_150       3021684
N-t65l11xx_150       244846
N-t65n11xx_150       525844
N-t69r11xx_150       11413689
N-t70b11xx_150       9284907
N-t70d11xn_150       5614934
N-t70d11xx_150       5917411
N-t70f11xx_150       4950277
N-t70l11xx_150       419694
N-t70n11xx_150       916110
N-t74d11xx_150       9022777
N-t75d11xx_150       9282406
N-t75e11xx_150       40278100
N-t75k11xx_150       1482483
N-t75n11xx_150       1698490
N-tiw56n54_150       813761
N-tiw56n58_150       1111935
N-tiw56n62_150       1566665
N-tiw56n66_150       2045267
N-tiw56n67_150       2281312
N-tiw56n72_150       3947678
N-tiw56r54_150       934232
N-tiw56r58_150       1178517
N-tiw56r66_150       1862856
N-tiw56r67_150       1980411
N-tiw56r72_150       2693077
N-be75eec_250       8546841
N-be75np_250       17327505
N-be75oi_250       5741262
N-be75tot_250       29990761
N-stabu1_250       7483879
N-stabu2_250       11197541
N-stabu3_250       11419376
N-t59b11xx_250       8125775
N-t59d11xx_250       3712775
N-t59f11xx_250       3841191
N-t59n11xx_250       798912
N-t65b11xx_250       16557380
N-t65d11xx_250       8977431
N-t65f11xx_250       8133640
N-t65l11xx_250       646530
N-t65n11xx_250       1383619
N-t69r11xx_250       30642940
N-t70b11xx_250       24416516
N-t70d11xn_250       14680760
N-t70d11xx_250       15417292
N-t70f11xx_250       13116233
N-t70l11xx_250       1073009
N-t70n11xx_250       2353609
N-t74d11xx_250       23650970
N-t75d11xx_250       24283406
N-t75e11xx_250       102539446
N-t75k11xx_250       3988374
N-t75n11xx_250       4361129
N-tiw56n54_250       2009213
N-tiw56n58_250       2807767
N-tiw56n62_250       4001844
N-tiw56n66_250       5191336
N-tiw56n67_250       6125689
N-tiw56n72_250       10830075
N-tiw56r54_250       2314952
N-tiw56r58_250       2963808
N-tiw56r66_250       4764603
N-tiw56r67_250       5131869
N-tiw56r72_250       7183089
