N-be75eec_150       2792669
N-be75np_150       5705657
N-be75oi_150       1922415
N-be75tot_150       9623435
N-stabu1_150       2323049
N-stabu2_150       3500351
N-stabu3_150       3649245
N-t59b11xx_150       2511705
N-t59d11xx_150       1160300
N-t59f11xx_150       1216686
N-t59n11xx_150       248116
N-t65b11xx_150       5291341
N-t65d11xx_150       2884355
N-t65f11xx_150       2508408
N-t65l11xx_150       210797
N-t65n11xx_150       424025
N-t69r11xx_150       8837463
N-t70b11xx_150       7746001
N-t70d11xn_150       4736157
N-t70d11xx_150       4980983
N-t70f11xx_150       4096896
N-t70l11xx_150       340544
N-t70n11xx_150       728829
N-t74d11xx_150       7652431
N-t75d11xx_150       7813722
N-t75e11xx_150       32798219
N-t75k11xx_150       1213608
N-t75n11xx_150       1330222
N-tiw56n54_150       688622
N-tiw56n58_150       924741
N-tiw56n62_150       1309163
N-tiw56n66_150       1689303
N-tiw56n67_150       1959003
N-tiw56n72_150       3401519
N-tiw56r54_150       779573
N-tiw56r58_150       984642
N-tiw56r66_150       1562540
N-tiw56r67_150       1686488
N-tiw56r72_150       2269912
N-be75eec_250       7186270
N-be75np_250       14604923
N-be75oi_250       4873909
N-be75tot_250       25382305
N-stabu1_250       6373507
N-stabu2_250       9445977
N-stabu3_250       9641993
N-t59b11xx_250       6731235
N-t59d11xx_250       3154274
N-t59f11xx_250       3218758
N-t59n11xx_250       655573
N-t65b11xx_250       14305084
N-t65d11xx_250       7697561
N-t65f11xx_250       6778851
N-t65l11xx_250       541599
N-t65n11xx_250       1143911
N-t69r11xx_250       25163618
N-t70b11xx_250       20826199
N-t70d11xn_250       12517094
N-t70d11xx_250       13094629
N-t70f11xx_250       11098116
N-t70l11xx_250       848149
N-t70n11xx_250       1945030
N-t74d11xx_250       19969132
N-t75d11xx_250       20490884
N-t75e11xx_250       85107966
N-t75k11xx_250       3308377
N-t75n11xx_250       3623753
N-tiw56n54_250       1733157
N-tiw56n58_250       2397879
N-tiw56n62_250       3411945
N-tiw56n66_250       4400897
N-tiw56n67_250       5214500
N-tiw56n72_250       9242056
N-tiw56r54_250       1962448
N-tiw56r58_250       2523850
N-tiw56r66_250       4057689
N-tiw56r67_250       4382551
N-tiw56r72_250       6083938
