N-be75eec_150       3370646
N-be75np_150       6937823
N-be75oi_150       2206582
N-be75tot_150       11788049
N-stabu1_150       2769345
N-stabu2_150       4231238
N-stabu3_150       4350861
N-t59b11xx_150       3127495
N-t59d11xx_150       1408677
N-t59f11xx_150       1490221
N-t59n11xx_150       309362
N-t65b11xx_150       6155506
N-t65d11xx_150       3436373
N-t65f11xx_150       3053624
N-t65l11xx_150       247080
N-t65n11xx_150       531415
N-t69r11xx_150       11418554
N-t70b11xx_150       9287815
N-t70d11xn_150       5581792
N-t70d11xx_150       5913842
N-t70f11xx_150       4932812
N-t70l11xx_150       419713
N-t70n11xx_150       910062
N-t74d11xx_150       9024253
N-t75d11xx_150       9232902
N-t75e11xx_150       40126202
N-t75k11xx_150       1483168
N-t75n11xx_150       1663955
N-tiw56n54_150       810031
N-tiw56n58_150       1105327
N-tiw56n62_150       1571950
N-tiw56n66_150       2030649
N-tiw56n67_150       2288613
N-tiw56n72_150       3982943
N-tiw56r54_150       916284
N-tiw56r58_150       1171784
N-tiw56r66_150       1870800
N-tiw56r67_150       1994607
N-tiw56r72_150       2710114
N-be75eec_250       8589659
N-be75np_250       17120472
N-be75oi_250       5743334
N-be75tot_250       29877673
N-stabu1_250       7529820
N-stabu2_250       11086653
N-stabu3_250       11549906
N-t59b11xx_250       8109395
N-t59d11xx_250       3714911
N-t59f11xx_250       3858154
N-t59n11xx_250       790131
N-t65b11xx_250       16567664
N-t65d11xx_250       8968092
N-t65f11xx_250       8104673
N-t65l11xx_250       642843
N-t65n11xx_250       1373112
N-t69r11xx_250       30474224
N-t70b11xx_250       24549727
N-t70d11xn_250       14630692
N-t70d11xx_250       15410487
N-t70f11xx_250       13023711
N-t70l11xx_250       1074060
N-t70n11xx_250       2348357
N-t74d11xx_250       23637725
N-t75d11xx_250       24259091
N-t75e11xx_250       102647081
N-t75k11xx_250       3925608
N-t75n11xx_250       4378591
N-tiw56n54_250       2028934
N-tiw56n58_250       2788200
N-tiw56n62_250       4004644
N-tiw56n66_250       5192693
N-tiw56n67_250       6130215
N-tiw56n72_250       10805211
N-tiw56r54_250       2305115
N-tiw56r58_250       2956496
N-tiw56r66_250       4753431
N-tiw56r67_250       5111533
N-tiw56r72_250       7176154
