N-be75eec_150       3400880
N-be75np_150       6917647
N-be75oi_150       2196924
N-be75tot_150       11832139
N-stabu1_150       2779187
N-stabu2_150       4225645
N-stabu3_150       4415924
N-t59b11xx_150       3127950
N-t59d11xx_150       1403618
N-t59f11xx_150       1484664
N-t59n11xx_150       306540
N-t65b11xx_150       6225813
N-t65d11xx_150       3415859
N-t65f11xx_150       3059591
N-t65l11xx_150       246740
N-t65n11xx_150       531578
N-t69r11xx_150       11375054
N-t70b11xx_150       9388268
N-t70d11xn_150       5618353
N-t70d11xx_150       5953390
N-t70f11xx_150       4901458
N-t70l11xx_150       423956
N-t70n11xx_150       907773
N-t74d11xx_150       9078589
N-t75d11xx_150       9283581
N-t75e11xx_150       40028534
N-t75k11xx_150       1482561
N-t75n11xx_150       1670902
N-tiw56n54_150       808110
N-tiw56n58_150       1104497
N-tiw56n62_150       1576458
N-tiw56n66_150       2023656
N-tiw56n67_150       2289390
N-tiw56n72_150       3977268
N-tiw56r54_150       926923
N-tiw56r58_150       1177965
N-tiw56r66_150       1856615
N-tiw56r67_150       1980210
N-tiw56r72_150       2705078
N-be75eec_250       8609537
N-be75np_250       17260930
N-be75oi_250       5757667
N-be75tot_250       29938335
N-stabu1_250       7482540
N-stabu2_250       11131469
N-stabu3_250       11543751
N-t59b11xx_250       8140435
N-t59d11xx_250       3717249
N-t59f11xx_250       3846572
N-t59n11xx_250       797874
N-t65b11xx_250       16640839
N-t65d11xx_250       9004026
N-t65f11xx_250       8096157
N-t65l11xx_250       643717
N-t65n11xx_250       1372525
N-t69r11xx_250       30703122
N-t70b11xx_250       24522464
N-t70d11xn_250       14714484
N-t70d11xx_250       15503396
N-t70f11xx_250       13214736
N-t70l11xx_250       1068919
N-t70n11xx_250       2376383
N-t74d11xx_250       23633882
N-t75d11xx_250       24197676
N-t75e11xx_250       103247211
N-t75k11xx_250       3922254
N-t75n11xx_250       4378852
N-tiw56n54_250       2039546
N-tiw56n58_250       2814224
N-tiw56n62_250       4013470
N-tiw56n66_250       5203370
N-tiw56n67_250       6091181
N-tiw56n72_250       10875706
N-tiw56r54_250       2306905
N-tiw56r58_250       2948058
N-tiw56r66_250       4793503
N-tiw56r67_250       5106868
N-tiw56r72_250       7208557
