N-be75eec_150       3466574
N-be75np_150       7137747
N-be75oi_150       2239220
N-be75tot_150       12088826
N-stabu1_150       2868607
N-stabu2_150       4316132
N-stabu3_150       4478133
N-t59b11xx_150       3218240
N-t59d11xx_150       1454418
N-t59f11xx_150       1528940
N-t59n11xx_150       316009
N-t65b11xx_150       6409031
N-t65d11xx_150       3531745
N-t65f11xx_150       3144291
N-t65l11xx_150       251206
N-t65n11xx_150       545717
N-t69r11xx_150       11798061
N-t70b11xx_150       9564375
N-t70d11xn_150       5795328
N-t70d11xx_150       6145104
N-t70f11xx_150       5087636
N-t70l11xx_150       430884
N-t70n11xx_150       940745
N-t74d11xx_150       9309211
N-t75d11xx_150       9568364
N-t75e11xx_150       41318302
N-t75k11xx_150       1535675
N-t75n11xx_150       1723577
N-tiw56n54_150       831250
N-tiw56n58_150       1142936
N-tiw56n62_150       1610571
N-tiw56n66_150       2092988
N-tiw56n67_150       2356978
N-tiw56n72_150       4107492
N-tiw56r54_150       950392
N-tiw56r58_150       1210856
N-tiw56r66_150       1929562
N-tiw56r67_150       2044293
N-tiw56r72_150       2810404
