N-be75eec_150       3406798
N-be75np_150       7073927
N-be75oi_150       2213370
N-be75tot_150       11955948
N-stabu1_150       2848638
N-stabu2_150       4280744
N-stabu3_150       4439835
N-t59b11xx_150       3163670
N-t59d11xx_150       1449224
N-t59f11xx_150       1520288
N-t59n11xx_150       314057
N-t65b11xx_150       6338300
N-t65d11xx_150       3473599
N-t65f11xx_150       3096544
N-t65l11xx_150       248257
N-t65n11xx_150       539751
N-t69r11xx_150       11514982
N-t70b11xx_150       9452208
N-t70d11xn_150       5689323
N-t70d11xx_150       6048307
N-t70f11xx_150       5032739
N-t70l11xx_150       425013
N-t70n11xx_150       921384
N-t74d11xx_150       9189696
N-t75d11xx_150       9501094
N-t75e11xx_150       40755488
N-t75k11xx_150       1509969
N-t75n11xx_150       1703533
N-tiw56n54_150       819284
N-tiw56n58_150       1132321
N-tiw56n62_150       1590801
N-tiw56n66_150       2057225
N-tiw56n67_150       2323011
N-tiw56n72_150       4049952
N-tiw56r54_150       941281
N-tiw56r58_150       1195637
N-tiw56r66_150       1905818
N-tiw56r67_150       2022384
N-tiw56r72_150       2755293
N-be75eec_250       8729117
N-be75np_250       17545849
N-be75oi_250       5802629
N-be75tot_250       30372028
N-stabu1_250       7607132
N-stabu2_250       11231471
N-stabu3_250       11691151
N-t59b11xx_250       8265140
N-t59d11xx_250       3781133
N-t59f11xx_250       3932141
N-t59n11xx_250       808257
N-t65b11xx_250       16964217
N-t65d11xx_250       9142349
N-t65f11xx_250       8244965
N-t65l11xx_250       652074
N-t65n11xx_250       1383756
N-t69r11xx_250       30995639
N-t70b11xx_250       24992029
N-t70d11xn_250       14921564
N-t70d11xx_250       15709771
N-t70f11xx_250       13350655
N-t70l11xx_250       1076788
N-t70n11xx_250       2400127
N-t74d11xx_250       23898595
N-t75d11xx_250       24646331
N-t75e11xx_250       104582359
N-t75k11xx_250       4031999
N-t75n11xx_250       4451634
N-tiw56n54_250       2065787
N-tiw56n58_250       2842240
N-tiw56n62_250       4043768
N-tiw56n66_250       5273335
N-tiw56n67_250       6223487
N-tiw56n72_250       10935526
N-tiw56r54_250       2346955
N-tiw56r58_250       3000736
N-tiw56r66_250       4846443
N-tiw56r67_250       5219584
N-tiw56r72_250       7304230
