N-be75eec_150       3424837
N-be75np_150       7098848
N-be75oi_150       2220058
N-be75tot_150       11953696
N-stabu1_150       2835593
N-stabu2_150       4269295
N-stabu3_150       4416372
N-t59b11xx_150       3156000
N-t59d11xx_150       1438726
N-t59f11xx_150       1513485
N-t59n11xx_150       313183
N-t65b11xx_150       6324698
N-t65d11xx_150       3482527
N-t65f11xx_150       3095792
N-t65l11xx_150       248769
N-t65n11xx_150       537889
N-t69r11xx_150       11493173
N-t70b11xx_150       9500063
N-t70d11xn_150       5711587
N-t70d11xx_150       6025267
N-t70f11xx_150       5023083
N-t70l11xx_150       422787
N-t70n11xx_150       920826
N-t74d11xx_150       9215373
N-t75d11xx_150       9513039
N-t75e11xx_150       40768414
N-t75k11xx_150       1512572
N-t75n11xx_150       1683018
N-tiw56n54_150       826908
N-tiw56n58_150       1135360
N-tiw56n62_150       1587176
N-tiw56n66_150       2053475
N-tiw56n67_150       2323576
N-tiw56n72_150       4083866
N-tiw56r54_150       938100
N-tiw56r58_150       1200408
N-tiw56r66_150       1887558
N-tiw56r67_150       2013241
N-tiw56r72_150       2770873
N-be75eec_250       8750543
N-be75np_250       17473561
N-be75oi_250       5790686
N-be75tot_250       30270810
N-stabu1_250       7603380
N-stabu2_250       11305747
N-stabu3_250       11630480
N-t59b11xx_250       8196250
N-t59d11xx_250       3770920
N-t59f11xx_250       3914015
N-t59n11xx_250       805373
N-t65b11xx_250       16868145
N-t65d11xx_250       9183250
N-t65f11xx_250       8239749
N-t65l11xx_250       649978
N-t65n11xx_250       1395831
N-t69r11xx_250       31151774
N-t70b11xx_250       24773071
N-t70d11xn_250       14914216
N-t70d11xx_250       15701138
N-t70f11xx_250       13322542
N-t70l11xx_250       1090977
N-t70n11xx_250       2385745
N-t74d11xx_250       23922150
N-t75d11xx_250       24755870
N-t75e11xx_250       104578009
N-t75k11xx_250       4020148
N-t75n11xx_250       4419004
N-tiw56n54_250       2054739
N-tiw56n58_250       2858051
N-tiw56n62_250       4056486
N-tiw56n66_250       5287249
N-tiw56n67_250       6229907
N-tiw56n72_250       10970712
N-tiw56r54_250       2338319
N-tiw56r58_250       2989347
N-tiw56r66_250       4847204
N-tiw56r67_250       5185807
N-tiw56r72_250       7308666
